layer_name,ratio,out_before,out_after,GMACs_before,GMACs_after,MParams_before,MParams_after
model.0.conv,0.000000,16,15,3.259475,3.249235,2.616248,2.615932
model.1.conv,0.000000,32,31,3.249235,3.244934,2.615932,2.615764
model.10.cv2.conv,0.000000,256,255,3.244934,3.244523,2.615764,2.615123
model.13.cv2.conv,0.007400,128,127,3.244523,3.243593,2.615123,2.614738
model.16.cv2.conv,0.092600,64,59,3.243593,3.214569,2.614738,2.608043
model.17.conv,0.157500,64,54,3.214569,3.204009,2.608043,2.601443
model.19.cv2.conv,0.013600,128,127,3.204009,3.202174,2.601443,2.599432
model.2.cv2.conv,0.000000,64,63,3.202174,3.197233,2.599432,2.598807
model.20.conv,0.140400,128,111,3.197233,3.187713,2.598807,2.575007
model.22.cv2.conv,0.024400,256,250,3.187713,3.185191,2.575007,2.568701
model.23.cv2.0.0.conv,0.159400,64,54,3.185191,3.114279,2.568701,2.557621
model.23.cv2.0.1.conv,0.167800,64,54,3.114279,3.079015,2.557621,2.552111
model.23.cv2.1.0.conv,0.095300,64,58,3.079015,3.062503,2.552111,2.541791
model.23.cv2.1.1.conv,0.072500,64,60,3.062503,3.058746,2.541791,2.539443
model.23.cv2.2.0.conv,0.000000,64,63,3.058746,3.057615,2.539443,2.536616
model.23.cv2.2.1.conv,0.000000,64,63,3.057615,3.057362,2.536616,2.535984
model.23.cv3.0.0.1.conv,0.209000,80,64,3.057362,3.042002,2.535984,2.533584
model.23.cv3.0.1.1.conv,0.210600,80,64,3.042002,3.027154,2.533584,2.531264
model.23.cv3.1.0.1.conv,0.171200,80,67,3.027154,3.022620,2.531264,2.528430
model.23.cv3.1.1.1.conv,0.173700,80,67,3.022620,3.019542,2.528430,2.526506
model.23.cv3.2.0.1.conv,0.031700,80,78,3.019542,3.019269,2.526506,2.525824
model.23.cv3.2.1.1.conv,0.037200,80,78,3.019269,3.019142,2.525824,2.525506
model.3.conv,0.000000,64,63,3.019142,3.015097,2.525506,2.524874
model.4.cv2.conv,0.000000,128,127,3.015097,3.012223,2.524874,2.523561
model.5.conv,0.000000,128,127,3.012223,3.010188,2.523561,2.522289
model.6.cv2.conv,0.000000,128,127,3.010188,3.008753,2.522289,2.519664
model.7.conv,0.000000,256,255,3.008753,3.008193,2.519664,2.518264
model.8.cv2.conv,0.000000,256,255,3.008193,3.007988,2.518264,2.517751
model.9.cv2.conv,0.000000,256,255,3.007988,3.007680,2.517751,2.516982
