layer_name,ratio,out_before,out_after,GMACs_before,GMACs_after,MParams_before,MParams_after
model.0.conv,0.000000,16,15,3.259475,3.249235,2.616248,2.615932
model.1.conv,0.000000,32,31,3.249235,3.244934,2.615932,2.615764
model.10.cv2.conv,0.000000,256,255,3.244934,3.244523,2.615764,2.615123
model.13.cv2.conv,0.040000,128,123,3.244523,3.239875,2.615123,2.613198
model.16.cv2.conv,0.097200,64,58,3.239875,3.205046,2.613198,2.605164
model.17.conv,0.140700,64,55,3.205046,3.195672,2.605164,2.599305
model.19.cv2.conv,0.044200,128,123,3.195672,3.186496,2.599305,2.589250
model.2.cv2.conv,0.000000,64,63,3.186496,3.181555,2.589250,2.588625
model.20.conv,0.129300,128,112,3.181555,3.172825,2.588625,2.566801
model.22.cv2.conv,0.051400,256,243,3.172825,3.167360,2.566801,2.553138
model.23.cv2.0.0.conv,0.142000,64,55,3.167360,3.104058,2.553138,2.543247
model.23.cv2.0.1.conv,0.147700,64,55,3.104058,3.071802,2.543247,2.538207
model.23.cv2.1.0.conv,0.099000,64,58,3.071802,3.055635,2.538207,2.528103
model.23.cv2.1.1.conv,0.083700,64,59,3.055635,3.050939,2.528103,2.525168
model.23.cv2.2.0.conv,0.022500,64,63,3.050939,3.049834,2.525168,2.522404
model.23.cv2.2.1.conv,0.000000,64,63,3.049834,3.049581,2.522404,2.521772
model.23.cv3.0.0.1.conv,0.175300,80,66,3.049581,3.036230,2.521772,2.519686
model.23.cv3.0.1.1.conv,0.176400,80,66,3.036230,3.023059,2.519686,2.517628
model.23.cv3.1.0.1.conv,0.149900,80,69,3.023059,3.019293,2.517628,2.515274
model.23.cv3.1.1.1.conv,0.151600,80,68,3.019293,3.016413,2.515274,2.513474
model.23.cv3.2.0.1.conv,0.056300,80,76,3.016413,3.015878,2.513474,2.512138
model.23.cv3.2.1.1.conv,0.060000,80,76,3.015878,3.015627,2.512138,2.511510
model.3.conv,0.000000,64,63,3.015627,3.011582,2.511510,2.510878
model.4.cv2.conv,0.000000,128,127,3.011582,3.008709,2.510878,2.509565
model.5.conv,0.000000,128,127,3.008709,3.006674,2.509565,2.508293
model.6.cv2.conv,0.000000,128,127,3.006674,3.005238,2.508293,2.505668
model.7.conv,0.000000,256,255,3.005238,3.004678,2.505668,2.504268
model.8.cv2.conv,0.000000,256,255,3.004678,3.004473,2.504268,2.503755
model.9.cv2.conv,0.000000,256,255,3.004473,3.004166,2.503755,2.502986
