layer_name,ratio,out_before,out_after,GMACs_before,GMACs_after,MParams_before,MParams_after
model.0.conv,0.000000,16,15,3.259475,3.249235,2.616248,2.615932
model.1.conv,0.000000,32,31,3.249235,3.244934,2.615932,2.615764
model.10.cv2.conv,0.000000,256,255,3.244934,3.244523,2.615764,2.615123
model.13.cv2.conv,0.025100,128,125,3.244523,3.241734,2.615123,2.613968
model.16.cv2.conv,0.093700,64,59,3.241734,3.212710,2.613968,2.607273
model.17.conv,0.146100,64,55,3.212710,3.203206,2.607273,2.601333
model.19.cv2.conv,0.030100,128,125,3.203206,3.197700,2.601333,2.595300
model.2.cv2.conv,0.000000,64,63,3.197700,3.192760,2.595300,2.594675
model.20.conv,0.132300,128,112,3.192760,3.183915,2.594675,2.572563
model.22.cv2.conv,0.038800,256,247,3.183915,3.180131,2.572563,2.563104
model.23.cv2.0.0.conv,0.147600,64,55,3.180131,3.116310,2.563104,2.553132
model.23.cv2.0.1.conv,0.154400,64,55,3.116310,3.084054,2.553132,2.548092
model.23.cv2.1.0.conv,0.096000,64,58,3.084054,3.067715,2.548092,2.537880
model.23.cv2.1.1.conv,0.077500,64,60,3.067715,3.063958,2.537880,2.535532
model.23.cv2.2.0.conv,0.004000,64,63,3.063958,3.062838,2.535532,2.532732
model.23.cv2.2.1.conv,0.000000,64,63,3.062838,3.062586,2.532732,2.532100
model.23.cv3.0.0.1.conv,0.187600,80,65,3.062586,3.048186,2.532100,2.529850
model.23.cv3.0.1.1.conv,0.188900,80,65,3.048186,3.034170,2.529850,2.527660
model.23.cv3.1.0.1.conv,0.157200,80,68,3.034170,3.030022,2.527660,2.525068
model.23.cv3.1.1.1.conv,0.159200,80,68,3.030022,3.027162,2.525068,2.523280
model.23.cv3.2.0.1.conv,0.044700,80,77,3.027162,3.026756,2.523280,2.522266
model.23.cv3.2.1.1.conv,0.049100,80,77,3.026756,3.026566,2.522266,2.521792
model.3.conv,0.000000,64,63,3.026566,3.022522,2.521792,2.521160
model.4.cv2.conv,0.000000,128,127,3.022522,3.019648,2.521160,2.519847
model.5.conv,0.000000,128,127,3.019648,3.017613,2.519847,2.518575
model.6.cv2.conv,0.000000,128,127,3.017613,3.016178,2.518575,2.515950
model.7.conv,0.000000,256,255,3.016178,3.015618,2.515950,2.514550
model.8.cv2.conv,0.000000,256,255,3.015618,3.015412,2.514550,2.514037
model.9.cv2.conv,0.000000,256,255,3.015412,3.015105,2.514037,2.513268
