layer_name,ratio,out_before,out_after,GMACs_before,GMACs_after,MParams_before,MParams_after
model.0.conv,0.000000,16,15,3.259475,3.249235,2.616248,2.615932
model.1.conv,0.000000,32,31,3.249235,3.244934,2.615932,2.615764
model.10.cv2.conv,0.000000,256,255,3.244934,3.244523,2.615764,2.615123
model.13.cv2.conv,0.000000,128,127,3.244523,3.243593,2.615123,2.614738
model.16.cv2.conv,0.087000,64,59,3.243593,3.214569,2.614738,2.608043
model.17.conv,0.162300,64,54,3.214569,3.204009,2.608043,2.601443
model.19.cv2.conv,0.000000,128,127,3.204009,3.202174,2.601443,2.599432
model.2.cv2.conv,0.000000,64,63,3.202174,3.197233,2.599432,2.598807
model.20.conv,0.142500,128,110,3.197233,3.187153,2.598807,2.573607
model.22.cv2.conv,0.007800,256,255,3.187153,3.186733,2.573607,2.572556
model.23.cv2.0.0.conv,0.164500,64,54,3.186733,3.115821,2.572556,2.561476
model.23.cv2.0.1.conv,0.174300,64,53,3.115821,3.077030,2.561476,2.555415
model.23.cv2.1.0.conv,0.090200,64,59,3.077030,3.063270,2.555415,2.546815
model.23.cv2.1.1.conv,0.063600,64,60,3.063270,3.059456,2.546815,2.544431
model.23.cv2.2.0.conv,0.000000,64,63,3.059456,3.058307,2.544431,2.541559
model.23.cv2.2.1.conv,0.000000,64,63,3.058307,3.058054,2.541559,2.540927
model.23.cv3.0.0.1.conv,0.222100,80,63,3.058054,3.041734,2.540927,2.538377
model.23.cv3.0.1.1.conv,0.224100,80,63,3.041734,3.026067,2.538377,2.535929
model.23.cv3.1.0.1.conv,0.178300,80,66,3.026067,3.021184,2.535929,2.532877
model.23.cv3.1.1.1.conv,0.181200,80,66,3.021184,3.017891,2.532877,2.530819
model.23.cv3.2.0.1.conv,0.016300,80,79,3.017891,3.017753,2.530819,2.530473
model.23.cv3.2.1.1.conv,0.022700,80,79,3.017753,3.017689,2.530473,2.530313
model.3.conv,0.000000,64,63,3.017689,3.013644,2.530313,2.529681
model.4.cv2.conv,0.000000,128,127,3.013644,3.010770,2.529681,2.528368
model.5.conv,0.000000,128,127,3.010770,3.008735,2.528368,2.527096
model.6.cv2.conv,0.000000,128,127,3.008735,3.007300,2.527096,2.524471
model.7.conv,0.000000,256,255,3.007300,3.006740,2.524471,2.523071
model.8.cv2.conv,0.000000,256,255,3.006740,3.006535,2.523071,2.522558
model.9.cv2.conv,0.000000,256,255,3.006535,3.006227,2.522558,2.521789
